City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
117,olafsvik,64.8945,-23.7142,39.67,82,100,33.67,IS,1676057505
118,chuhar kana,31.75,73.8,54.75,23,1,6.35,PK,1676057506
119,chiang rai,19.9167,99.9167,60.58,71,28,1.86,TH,1676057506
120,raytown,39.0086,-94.4636,37.94,51,0,9.22,US,1676057507
121,berlevag,70.8578,29.0864,26.6,63,0,18.41,NO,1676057507
122,dingle,10.9995,122.6711,73.8,93,63,7.4,PH,1676057508
123,vryheid,-27.7695,30.7917,60.53,99,100,3.67,ZA,1676057508
124,kurumkan,54.3,110.3,-3.86,92,33,4.81,RU,1676057509
125,mattru,7.6244,-11.8332,79.68,68,9,6.35,SL,1676057510
126,eydhafushi,5.1033,73.0708,80.35,72,74,8.39,MV,1676057510
127,bathsheba,13.2167,-59.5167,83.01,61,20,25.32,BB,1676057511
128,esperance,-33.8667,121.9,65.39,79,76,14.54,AU,1676057512
129,vanimo,-2.6741,141.3028,76.87,92,100,7.38,PG,1676057512
130,aykhal,66.0,111.5,-31.0,100,97,7.36,RU,1676057513
131,saldanha,-33.0117,17.9442,68.34,78,0,6.08,ZA,1676057514
132,dombarovskiy,50.7587,59.5386,4.86,99,85,7.27,RU,1676057515
133,huarmey,-10.0681,-78.1522,77.68,73,34,10.96,PE,1676057515
134,avarua,-21.2078,-159.775,82.45,78,40,4.61,CK,1676057516
135,kathmandu,27.7167,85.3167,51.84,79,20,2.3,NP,1676057517
136,isangel,-19.55,169.2667,81.77,88,100,20.29,VU,1676057517
137,novyy urengoy,66.0833,76.6333,13.51,94,95,14.41,RU,1676057515
138,naron,43.5167,-8.1528,52.02,81,0,7.7,ES,1676057518
139,qasigiannguit,68.8193,-51.1922,-14.55,99,100,3.53,GL,1676057519
140,san francisco,37.7749,-122.4194,59.16,85,100,13.8,US,1676057314
141,bengkulu,-3.8004,102.2655,74.82,89,42,8.34,ID,1676057519
142,lufilufi,-13.8745,-171.5986,82.18,76,63,15.99,WS,1676057520
143,czluchow,53.6672,17.3588,34.38,95,100,12.44,PL,1676057521
144,grand gaube,-20.0064,57.6608,81.0,74,3,5.01,MU,1676057521
145,zenzeli,45.9241,47.0474,7.03,95,5,2.73,RU,1676057522
146,krasnovishersk,60.4078,57.082,25.81,92,100,10.42,RU,1676057523
147,cidreira,-30.1811,-50.2056,79.7,72,0,10.4,BR,1676057524
148,marzuq,14.4,46.4667,64.89,66,1,1.86,YE,1676057525
149,alice springs,-23.7,133.8833,71.15,60,0,4.61,AU,1676057515
150,tahta,26.7693,31.5021,60.12,25,98,7.0,EG,1676057526
151,santiago del estero,-27.7951,-64.2615,103.12,23,0,11.43,AR,1676057527
152,casino,-28.8667,153.05,66.78,94,0,2.91,AU,1676057528
153,chokurdakh,70.6333,147.9167,-50.39,100,73,5.08,RU,1676057530
154,naze,28.3667,129.4833,58.12,73,100,9.98,JP,1676057530
155,katsuura,35.1333,140.3,47.48,77,50,17.69,JP,1676057531
156,semporna,4.4818,118.6112,77.76,88,100,7.49,MY,1676057532
157,carnarvon,-24.8667,113.6333,75.61,69,7,22.01,AU,1676057533
158,jumla,29.2747,82.1838,36.88,61,0,4.41,NP,1676057533
159,dukat,62.55,155.55,-23.08,92,100,4.61,RU,1676057534
160,clyde river,70.4692,-68.5914,-30.77,68,0,4.61,CA,1676057535
161,morant bay,17.8815,-76.4093,87.42,66,2,14.32,JM,1676057536
162,abu samrah,35.3029,37.1841,41.79,73,58,7.76,SY,1676057537
163,aswan,24.0934,32.907,67.3,22,0,8.05,EG,1676057538
164,arman,59.7,150.1667,0.41,95,100,8.86,RU,1676057539
165,lebu,-37.6167,-73.65,64.78,68,1,14.14,CL,1676057539
166,ciudad guayana,8.3533,-62.6528,87.53,64,57,11.97,VE,1676057541
167,andenes,69.3143,16.1194,28.92,64,20,27.63,NO,1676057541
168,sao domingos,-13.3983,-46.3183,87.46,39,55,3.18,BR,1676057542
169,salalah,17.0151,54.0924,80.69,21,0,6.91,OM,1676057543
170,airai,-8.9266,125.4092,59.99,95,100,2.71,TL,1676057544
171,nyrob,60.733,56.7202,25.27,93,100,10.13,RU,1676057544
172,lavrentiya,65.5833,-171.0,-23.6,93,67,9.26,RU,1676057545
173,gangapur,26.4833,76.7167,65.05,51,0,6.96,IN,1676057546
174,lorengau,-2.0226,147.2712,78.94,85,100,8.72,PG,1676057546
175,tarata,-17.6167,-66.0167,71.02,59,98,3.49,BO,1676057547
176,saint-joseph,-21.3667,55.6167,77.38,77,33,11.95,RE,1676057548
177,lazaro cardenas,17.9583,-102.2,84.33,51,0,11.45,MX,1676057549
178,mbandaka,0.0487,18.2603,78.4,56,68,3.04,CD,1676057549
179,rio gallegos,-51.6226,-69.2181,75.25,33,40,28.77,AR,1676057550
180,mudgee,-32.5943,149.5871,57.78,76,33,2.04,AU,1676057503
181,luwuk,-0.9516,122.7875,76.95,76,100,3.65,ID,1676057552
182,bethel,41.3712,-73.414,57.56,45,0,16.11,US,1676057552
183,kankon,15.0167,74.0167,76.8,64,31,4.07,IN,1676057553
184,hukuntsi,-24.0,21.75,77.52,23,0,6.71,BW,1676057553
185,opuwo,-18.0607,13.84,72.5,48,25,9.22,NA,1676057554
186,necochea,-38.5473,-58.7368,91.33,37,13,16.58,AR,1676057555
187,aksarka,66.5606,67.7975,17.15,89,59,11.12,RU,1676057555
188,mar del plata,-38.0023,-57.5575,96.84,83,20,14.97,AR,1676057459
189,najran,17.4924,44.1277,61.45,37,3,1.9,SA,1676057556
190,duldurga,50.6761,113.5931,-4.18,100,56,3.96,RU,1676057557
191,ust-tsilma,65.441,52.1498,24.67,90,100,9.55,RU,1676057557
192,iracoubo,5.4802,-53.2011,78.55,78,100,12.93,GF,1676057558
193,sinnamary,5.3833,-52.95,78.84,78,100,13.22,GF,1676057558
194,port blair,11.6667,92.75,78.84,73,4,2.3,IN,1676057559
195,kamenka,51.3223,42.7678,19.62,94,85,11.16,RU,1676057561
196,moen,69.1304,18.6123,26.87,93,100,11.5,NO,1676057561
197,high level,58.5169,-117.136,17.71,93,100,2.3,CA,1676057562
198,hobyo,5.3505,48.5268,76.42,73,90,21.07,SO,1676057563
199,georgetown,5.4112,100.3354,79.95,94,20,2.3,MY,1676057394
200,porto walter,-8.2686,-72.7439,81.03,79,77,2.66,BR,1676057564
201,praia da vitoria,38.7333,-27.0667,59.76,82,20,5.79,PT,1676057565
202,polkowice,51.5039,16.0726,32.49,83,95,9.82,PL,1676057565
203,yulara,-25.2406,130.9889,78.12,29,0,1.41,AU,1676057566
204,weinan,34.5036,109.5089,33.03,96,91,5.95,CN,1676057567
205,ust-nera,64.5667,143.2,-39.37,95,97,3.2,RU,1676057567
206,avera,33.194,-82.5271,67.91,68,100,7.45,US,1676057568
207,hofn,64.2539,-15.2082,36.09,82,100,8.19,IS,1676057568
208,ponta do sol,32.6667,-17.1,61.0,82,100,10.78,PT,1676057569
209,burnie,-41.0667,145.9167,56.95,92,7,10.04,AU,1676057569
210,yar-sale,66.8333,70.8333,13.91,93,11,11.43,RU,1676057570
211,bahce,37.1972,36.5766,33.57,66,16,5.64,TR,1676057571
212,kaitangata,-46.2817,169.8464,53.51,71,19,2.33,NZ,1676057571
213,road town,18.4167,-64.6167,84.29,65,40,13.8,VG,1676057308
214,viedma,-40.8135,-62.9967,91.71,24,0,11.05,AR,1676057572
215,gorontalo,0.5412,123.0595,74.64,94,100,4.14,ID,1676057573
216,itarema,-2.9248,-39.9167,84.13,70,20,17.85,BR,1676057355
217,oriximina,-1.7656,-55.8661,83.07,77,26,2.01,BR,1676057574
218,camopi,3.1655,-52.3158,76.84,97,87,4.05,GF,1676057574
219,san jeronimo,-11.9472,-75.2829,59.02,66,100,6.4,PE,1676057575
220,ylojarvi,61.5563,23.5961,26.94,87,0,10.36,FI,1676057575
221,bichena,10.45,38.2,60.15,29,12,2.13,ET,1676057576
222,castro,-24.7911,-50.0119,65.21,96,93,11.43,BR,1676057576
223,yumbel,-37.0833,-72.5667,89.83,13,0,10.42,CL,1676057577
224,svetlogorsk,52.6333,29.7333,30.83,77,100,9.8,BY,1676057577
225,ust-kuyga,70.0167,135.6,-46.73,100,100,5.28,RU,1676057578
226,redmond,47.674,-122.1215,52.34,80,31,4.0,US,1676057578
227,williams lake,52.1415,-122.1445,38.77,64,75,12.66,CA,1676057426
228,el alto,-4.2714,-81.2147,85.66,70,23,12.62,PE,1676057411
229,rockwall,32.9001,-96.4003,45.79,67,100,14.97,US,1676057579
230,tobermory,45.2501,-81.6665,28.51,77,100,27.36,CA,1676057579
231,balikpapan,-1.2675,116.8289,77.99,94,40,5.75,ID,1676057580
232,northam,51.0333,-4.2167,48.38,98,100,7.94,GB,1676057581
233,yermakovskoye,53.2831,92.4003,-10.01,100,90,1.3,RU,1676057581
234,shipitsyno,61.2806,46.5208,23.9,89,100,13.09,RU,1676057582
235,umm lajj,25.0213,37.2685,69.19,59,43,9.98,SA,1676057584
236,porto de moz,-1.7483,-52.2383,81.52,85,74,3.49,BR,1676057584
237,belyy yar,53.6039,91.3903,-14.91,91,100,4.47,RU,1676057585
238,sertolovo,60.1444,30.2017,31.68,79,80,15.99,RU,1676057586
239,ende,-8.8432,121.6623,77.27,85,100,1.88,ID,1676057586
240,bisira,8.5196,-81.7115,68.41,67,94,7.96,PA,1676057587
241,filadelfia,39.9523,-75.1638,59.25,42,40,18.41,US,1676057400
242,laguna,38.421,-121.4238,65.01,66,0,10.36,US,1676057588
243,jalu,29.0331,21.5482,58.68,50,81,13.69,LY,1676057588
244,rosetta,31.4044,30.4164,54.19,81,26,14.45,EG,1676057589
245,palimbang,6.2106,124.1894,76.66,82,28,3.69,PH,1676057590
246,pampa,35.5362,-100.9599,41.04,28,0,19.57,US,1676057315
247,waingapu,-9.6567,120.2641,76.87,85,100,6.64,ID,1676057591
248,karonga,-9.9333,33.9333,74.95,79,99,4.0,MW,1676057591
249,taoudenni,22.6783,-3.9836,74.97,11,96,21.81,ML,1676057592
250,tharad,24.3961,71.6267,66.56,71,0,8.21,IN,1676057593
251,cabo san lucas,22.8909,-109.9124,85.6,44,0,11.5,MX,1676057457
252,semirom,31.4167,51.5667,21.56,89,93,1.97,IR,1676057594
253,pochutla,15.7432,-96.4661,89.42,39,0,10.83,MX,1676057595
254,los llanos de aridane,28.6585,-17.9182,62.35,82,40,3.0,ES,1676057595
255,flin flon,54.7682,-101.865,21.04,73,75,4.61,CA,1676057596
256,varadero,23.1536,-81.2514,88.56,67,2,21.65,CU,1676057416
257,bakchar,57.0186,82.0711,-9.78,99,22,3.96,RU,1676057597
258,nikitinskiy,54.5845,86.0115,-19.25,100,84,2.35,RU,1676057598
259,vostok,46.4856,135.8833,7.47,97,98,3.29,RU,1676057598
260,victoria,22.2855,114.1577,68.95,93,100,11.99,HK,1676057449
261,camacha,33.0833,-16.3333,58.42,77,75,17.27,PT,1676057599
262,umba,66.6871,34.3429,21.24,99,100,3.24,RU,1676057600
263,inhambane,-23.865,35.3833,82.38,94,75,5.75,MZ,1676057600
264,nome,64.5011,-165.4064,-0.33,65,40,10.36,US,1676057601
265,galgamacsa,47.6956,19.3872,31.62,60,98,2.75,HU,1676057601
266,chazuta,-6.5742,-76.1367,90.45,65,63,1.1,PE,1676057602
267,merke,42.8728,73.1786,15.44,83,92,3.89,KZ,1676057603
268,dunedin,-45.8742,170.5036,55.85,78,19,1.63,NZ,1676057459
269,coihaique,-45.5752,-72.0662,63.21,48,75,10.36,CL,1676057603
270,derbent,42.0678,48.2899,32.74,68,100,8.9,RU,1676057604
271,sabha,27.0377,14.4283,52.61,40,21,8.81,LY,1676057605
272,provideniya,64.3833,-173.3,-18.94,92,98,8.37,RU,1676057606
273,abilene,32.4487,-99.7331,45.77,41,75,21.85,US,1676057606
274,baniachang,24.5167,91.3667,59.5,44,0,1.05,BD,1676057607
275,paramonga,-10.6667,-77.8333,77.14,74,55,9.86,PE,1676057608
276,leningradskiy,69.3833,178.4167,-21.26,97,100,11.01,RU,1676057609
277,luderitz,-26.6481,15.1594,63.64,97,42,4.63,NA,1676057609
278,toguchin,55.2353,84.3858,-17.63,100,66,2.37,RU,1676057610
279,havre,49.5833,0.3333,43.34,93,76,3.44,FR,1676057611
280,minnedosa,50.2453,-99.8436,25.36,85,17,12.21,CA,1676057434
281,wanning,18.8003,110.3967,71.76,95,20,5.79,CN,1676057612
282,sawtell,-30.3833,153.1,62.62,94,0,0.0,AU,1676057612
283,falcoiu,44.2333,24.3667,22.32,76,0,5.48,RO,1676057613
284,coquimbo,-29.9533,-71.3436,74.93,60,0,11.5,CL,1676057614
285,ilulissat,69.2167,-51.1,-14.78,70,40,8.05,GL,1676057614
286,pleasanton,37.6624,-121.8747,59.61,77,0,8.01,US,1676057615
287,pacific grove,36.6177,-121.9166,60.24,79,20,11.01,US,1676057615
288,miramar,25.9873,-80.2323,84.99,63,0,16.11,US,1676057616
289,pemba,-12.974,40.5178,75.9,94,75,14.97,MZ,1676057617
290,hambantota,6.1241,81.1185,75.56,78,100,17.02,LK,1676057618
291,torbay,47.6666,-52.7314,22.39,78,75,10.36,CA,1676057618
292,thompson,55.7435,-97.8558,15.96,73,100,2.3,CA,1676057619
293,sergeyevka,53.88,67.4158,-6.97,100,75,5.03,KZ,1676057619
294,cruces,22.3411,-80.2667,85.32,34,9,11.14,CU,1676057620
295,zambezi,-13.5432,23.1047,67.06,95,100,4.63,ZM,1676057621
296,kodiak,57.79,-152.4072,35.11,100,100,0.0,US,1676057604
297,acolla,-11.7319,-75.5463,57.85,63,100,7.29,PE,1676057621
298,bandarbeyla,9.4942,50.8122,76.01,70,53,20.65,SO,1676057622
299,dapaong,10.8639,0.205,86.11,10,0,5.19,TG,1676057622
300,ribeira grande,38.5167,-28.7,59.77,77,20,5.99,PT,1676057623
301,erenhot,43.6475,111.9767,24.64,64,35,6.6,CN,1676057624
302,mahebourg,-20.4081,57.7,80.89,69,40,9.22,MU,1676057624
303,yarmouth,41.7057,-70.2286,64.87,64,0,9.22,US,1676057625
304,dikson,73.5069,80.5464,11.12,93,100,15.7,RU,1676057625
305,inirida,3.8653,-67.9239,79.52,86,100,3.38,CO,1676057626
306,khani,41.9563,42.9566,29.77,96,100,2.59,GE,1676057626
307,sao filipe,14.8961,-24.4956,70.16,75,95,8.5,CV,1676057626
308,ornskoldsvik,63.2909,18.7153,27.55,74,75,10.36,SE,1676057627
309,atlantic city,39.3643,-74.4229,60.19,45,0,19.57,US,1676057474
310,takayama,36.1333,137.25,34.02,96,100,6.76,JP,1676057628
